,Unnamed: 0,station_name,place_name,author_name,rating,text,time,Language,Sentiment,Sentiment_Score,Latitude,Longitude,assigned_district,daerah,projected_population
1351,1351,PANDAN INDAH,Petronas Pandan Indah,Ana Faza,4,"The only annoying thing is their ladies toilet locked. Always...
Need to ask the key at their staff.
Men toilet didn't lock.",1608253719,en,neutral,0.3624311089515686,3.130176,101.752217,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1352,1352,PANDAN INDAH,Petronas Pandan Indah,Rash A. Agil,3,"Staff attend you quite good despite the service a bit inefficient as we experienced it upon fueling the gas,staff hasn't had yet set the pump be ready for us even after the payment has been done.",1630232271,en,positive,0.5284388065338135,3.130176,101.752217,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1353,1353,PANDAN INDAH,Petronas Pandan Indah,Effandi Hassan,5,"Positive:
- atm maybank n cimb
- both air refill stations work
- clean toilet
- surau
- friendly cashier",1554017770,en,positive,0.3822431862354278,3.130176,101.752217,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1354,1354,PANDAN INDAH,Petronas Pandan Indah,Yousef Altairi,4,"Good petrol station, you can collect points when you fuelled by ""settle"" app or by ""mesra"" card. Have Surau in this station.",1616405082,en,positive,0.6333935856819153,3.130176,101.752217,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1355,1355,PANDAN INDAH,Shell,Imran Azmi,5,The shell is simply amazing with friendly staff and professional.I like the store cleanliness and although the store is jam packed with people I go through everything with ease.The staff whether in store or outside is always there to entertain everyone.Really good staff and well trained.Kudos!!,1655985928,en,very positive,0.8435496091842651,3.130176,101.752217,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1356,1356,PANDAN INDAH,Shell,Christine Lee,5,my cousin stopped here to pump petrol after our brunch.  there is 2 petrol station side by side. another petrol station is petronas.  both of them have their own customer and supporters. this petrol station is well managed and clean,1704054749,en,very positive,0.6939050555229187,3.130176,101.752217,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1357,1357,PANDAN INDAH,Shell,Tao Ling Tee,1,"Not good service customer and very lcly
,scold customer……",1705035154,en,very negative,0.7207766771316528,3.130176,101.752217,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1358,1358,PANDAN INDAH,Shell,Maryam Hasanah,5,Friendly and professional staff. Grab the promo pastry rendang and nasik lemak for RM6 only here. Satisfying and delicious.,1632360679,en,very positive,0.4932542443275451,3.130176,101.752217,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1359,1359,PANDAN INDAH,Shell,Vanisha Anthonygeorge,5,Really good staff and especially the boy name RAJ really good staff and handsome boiii,1679074061,en,very positive,0.6375606060028076,3.130176,101.752217,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1360,1360,IJOK,Petronas Ijok,Samson Cheong,5,"One of the popular rest stop for cyclists who stop here after riding under a hot sun and need a short break here with drinks, snacks and foods inside the air conditioned premise, as well as stop here for a pee. Inside the premise also comes with post office too, but it closed on Sunday.",1582603345,en,positive,0.442248523235321,3.314365,101.417705,"Petaling, Selangor","Petaling, Selangor",2418073.2247381657
1361,1361,IJOK,Petronas Ijok,Mohd Johar CJ,4,"I have been stopping at this station just because to have an evening prayer after have travelled from Sekinchan and on the way back to KL. But the place is too small and very inconvenient. People were queued to do the prayer. There is some improvement that can be done by the management.

Other than that, the pump station is at a good level.",1684245414,en,negative,0.4523769319057464,3.314365,101.417705,"Petaling, Selangor","Petaling, Selangor",2418073.2247381657
1362,1362,IJOK,Petronas Ijok,Rashdan “Ed 78” Syed,2,"Too small Muslims prayer room, have to share Men,women. Limited parking space. Owner put no entry cone to make Hari Raya deco such as sets of tea tables and chairs. Think smart laaa bro.",1682656312,en,negative,0.4601889252662658,3.314365,101.417705,"Petaling, Selangor","Petaling, Selangor",2418073.2247381657
1363,1363,IJOK,Petronas Ijok,Mohamed,1,I feel bad when the staff inside working so hard and the staff outside doing nothing and just stand. Very bad service. Staff dekat luar (pan attendant) langsung tidak membantu. Maybe they forgot their job scope. Hope you can do better near the future.,1693018220,en,very negative,0.5875327587127686,3.314365,101.417705,"Petaling, Selangor","Petaling, Selangor",2418073.2247381657
1364,1364,IJOK,Petronas Ijok,Suthakaran Sugamaran,5,"We need CDM machines here.. should add CDM machines after renovation..
warga ijok",1707469848,en,neutral,0.2589684724807739,3.314365,101.417705,"Petaling, Selangor","Petaling, Selangor",2418073.2247381657
1365,1365,IJOK,Shell,Azman Abdul Aziz,4,"Strategically located, easily seen from the coastal road. Same old standard Shell kiosk with similar characteristics. Basically, a kiosk with daily needs for drivers to move from place to place. 👍",1546671933,en,positive,0.5274566411972046,3.314365,101.417705,"Petaling, Selangor","Petaling, Selangor",2418073.2247381657
1366,1366,IJOK,Shell,bahrin yasin,3,"Everything okay except for the toilets. Should improve in  the upkeep
Service",1683039403,en,neutral,0.6413877606391907,3.314365,101.417705,"Petaling, Selangor","Petaling, Selangor",2418073.2247381657
1367,1367,IJOK,Shell,Brother Shah,3,"If I have to fill up my car. Lack of driving force for more customer. Have no ATM...!! Come on guys, we need upgrades...Lets Do It...",1617650410,en,negative,0.4179601371288299,3.314365,101.417705,"Petaling, Selangor","Petaling, Selangor",2418073.2247381657
1368,1368,IJOK,Shell,kay focklang,3,Too bad only 1 toilet sharing for male and female,1600777369,en,very negative,0.5678547620773315,3.314365,101.417705,"Petaling, Selangor","Petaling, Selangor",2418073.2247381657
1369,1369,IJOK,Shell,Saharodin Hj Abdul Manan,1,Accepted all mode of payments and easy access,1618799633,en,very positive,0.6763237118721008,3.314365,101.417705,"Petaling, Selangor","Petaling, Selangor",2418073.2247381657
1370,1370,IJOK,FIVE Ijok | 5Petrol Ijok,Shaikhani K Norsham,3,"Strong presence in IJOK,
competing against the big brands.",1632755851,en,very positive,0.5468764305114746,3.314365,101.417705,"Petaling, Selangor","Petaling, Selangor",2418073.2247381657
1371,1371,IJOK,FIVE Ijok | 5Petrol Ijok,Jess Chong,5,"Safe station for pump petrol, got staff help you to fuel up, good service",1621927649,en,positive,0.4687633812427521,3.314365,101.417705,"Petaling, Selangor","Petaling, Selangor",2418073.2247381657
1372,1372,IJOK,FIVE Ijok | 5Petrol Ijok,Izwan Suhadak,3,Petrol pump,1720522425,ro,very positive,0.3248059451580047,3.314365,101.417705,"Petaling, Selangor","Petaling, Selangor",2418073.2247381657
1373,1373,IJOK,FIVE Ijok | 5Petrol Ijok,Mega budapest Control,5,Less traffic,1634239557,fr,negative,0.406565248966217,3.314365,101.417705,"Petaling, Selangor","Petaling, Selangor",2418073.2247381657
1374,1374,IJOK,FIVE Ijok | 5Petrol Ijok,Muhammad Nur Zahin,5,"The easiest subscription is like a king's son
Come and open the seat straight away blah",1593266857,en,very positive,0.5033320188522339,3.314365,101.417705,"Petaling, Selangor","Petaling, Selangor",2418073.2247381657
1375,1375,BATU BELAH,Petronas - Batu Belah (NGV),Aya AL,4,Although it's not big but it's a clean petrol station. Situated nicely at the main road of batu belah.,1691233529,en,positive,0.5998275279998779,3.069418,101.437429,"Klang, Selangor","Klang, Selangor",1173504.1337432072
1376,1376,BATU BELAH,Petronas - Batu Belah (NGV),Siti Nazura,5,"Never got crowded, always 1st in the lane. Comfortable since not much car and customer.",1680006718,en,very positive,0.4316935241222381,3.069418,101.437429,"Klang, Selangor","Klang, Selangor",1173504.1337432072
1377,1377,BATU BELAH,Petronas - Batu Belah (NGV),Mohd Noor Zakki Mohd Salleh,4,Good,1720923563,so,positive,0.4969630539417267,3.069418,101.437429,"Klang, Selangor","Klang, Selangor",1173504.1337432072
1378,1378,BATU BELAH,Petronas - Batu Belah (NGV),roszahar MMY,3,Should have proper allotment for top up oil,1672012404,en,neutral,0.4432920515537262,3.069418,101.437429,"Klang, Selangor","Klang, Selangor",1173504.1337432072
1379,1379,BATU BELAH,Petronas - Batu Belah (NGV),Lsk Suan Kee,5,It's by the main road.Very clean and well maintained.,1650526432,en,very positive,0.701837420463562,3.069418,101.437429,"Klang, Selangor","Klang, Selangor",1173504.1337432072
1380,1380,BATU BELAH,Shell,MOHD NURZUL HAFIZ TAMRIL,5,NEW MANAGEMENT SM NURHA SERVICE VERY GOOD,1725341802,de,very positive,0.5877785086631775,3.069418,101.437429,"Klang, Selangor","Klang, Selangor",1173504.1337432072
1381,1381,BATU BELAH,Shell,Nekkhamma Master11,1,"This ia second time already. I give RM30, she always top up RM20 for me.. A night staff malay young lady with plump body shape...Mgmt, pls do something...if really misconduct i apologize, really against strongly for bad intention for scam.",1584693570,en,very negative,0.606559693813324,3.069418,101.437429,"Klang, Selangor","Klang, Selangor",1173504.1337432072
1382,1382,BATU BELAH,Shell,Ns2,4,Just to fill up petrol.nothing extra like super station category,1504867900,en,neutral,0.406441181898117,3.069418,101.437429,"Klang, Selangor","Klang, Selangor",1173504.1337432072
1383,1383,BATU BELAH,Shell,Widyasha iiws8789,3,😊,1621066527,unknown,very positive,0.3085778355598449,3.069418,101.437429,"Klang, Selangor","Klang, Selangor",1173504.1337432072
1384,1384,BATU BELAH,Shell,Mohd Redzuan Ahmad,4,Ok,1502532820,unknown,neutral,0.4951143860816955,3.069418,101.437429,"Klang, Selangor","Klang, Selangor",1173504.1337432072
1385,1385,PEKAN AMPANG,Petronas Jalan Bukit Belacan,Mr Garn,5,"Clean toilet

Two automated teller machine, one is Maybank and the other one is CIMB for your convinience.

Island pump for motorcycles 👍

Smiley staff

Happy Customer

Smile more!",1717913326,en,very positive,0.5504583120346069,3.146305,101.763323,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1386,1386,PEKAN AMPANG,Petronas Jalan Bukit Belacan,Nasaruddin Mohd Nasir,4,It is consider not popular petrol station. It is near traffic light. It is congested during peak hours at the traffic light. But I like to come here since always available every time I visit.,1639404807,en,neutral,0.466849684715271,3.146305,101.763323,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1387,1387,PEKAN AMPANG,Petronas Jalan Bukit Belacan,Nurleen Baharim,5,"Inside this PETRONAS station, besides Mc Donald's next to it, there's also Krispy Kreme n tealive in the station. There also 2 atm machines, CIMB & Maybank.",1661138036,en,very positive,0.5019979476928711,3.146305,101.763323,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1388,1388,PEKAN AMPANG,Petronas Jalan Bukit Belacan,Ariffin73 Abdullah,3,Like any other gas station. Got mini Mart and 2 ATM machines inside the store.,1693837181,en,very positive,0.7396504282951355,3.146305,101.763323,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1389,1389,PEKAN AMPANG,Petronas Jalan Bukit Belacan,nubhan osman,5,"This place ready service for cimb bank ,maybank,mesra shop and the road area ready anything choice for the all shopping",1639060065,en,very positive,0.6117482781410217,3.146305,101.763323,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1390,1390,PEKAN AMPANG,Caltex Jalan Ampang,Zakaria,5,"shopeepay rm 15  bonus
rm 3 at petrol station good .
toilet car wash socar  belik solat  7 -11 all have",1620105151,en,positive,0.4285301864147186,3.146305,101.763323,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1391,1391,PEKAN AMPANG,Caltex Jalan Ampang,Christine Lee,5,"this caltex located just at the corner at the traffic light turning in to tmn kosas. beside is Petronas and bhp petrol station. they have a 7-11 outlets here, convenient for us if we want to top up our touch n go or grab something before travelling. they used to have 1 car wash, recently they have 2 car wash open here in this petrol station",1696023529,en,very positive,0.5855262279510498,3.146305,101.763323,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1392,1392,PEKAN AMPANG,Caltex Jalan Ampang,Naemz samsuri,4,"7e here at caltex provide many good item, hoping more on tradisional or bakery food in future. The caltex oil also give more power and sustain ""jimat minyak""",1699601652,en,very positive,0.5607028007507324,3.146305,101.763323,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1393,1393,PEKAN AMPANG,Caltex Jalan Ampang,Ann Cheong,4,"Very convenient place.  There is a car wash and 7-11 store here.  I usually send my car to the car wash, buy some snacks,  bread, drinks, pay utilities bills and then pump petrol😄. Staff are courteous.",1615806625,en,positive,0.5198771357536316,3.146305,101.763323,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1394,1394,PEKAN AMPANG,Caltex Jalan Ampang,Lord Takkun,4,Petrol station with 7eleven inside which is very convenient but lack an ATM machine. There a SOCAR parking spot also near it if you require it.,1544063313,en,neutral,0.4421489536762237,3.146305,101.763323,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1395,1395,PEKAN AMPANG,PETRONAS - Pekan Ampang,Mr Garn,5,"Petrol or diesel up to your choice, just pay and fill your tank up.

Located at the heart of pekan Ampang, near the Ampang Fire brigade station.

It has all the normal gas stations with surau and toilets available. Convenient shop and atm also available on site.

There is also a pump station for your tyres. The staff are well helpful and no fuss given",1715333693,en,very positive,0.7170429229736328,3.146305,101.763323,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
1396,1396,PEKAN AMPANG,PETRONAS - Pekan Ampang,Nafa Camila Sebastian,5,Small pump station but consider convenience for us who live around pekan Ampang. Only the road too small and tuisyen class in front causing the traffic jammed..and people park everywhere..double park somemore.,1681201975,en,neutral,0.5831762552261353,3.146305,101.763323,"W.P. Kuala Lumpur, W.P. Kuala Lumpur","W.P. Kuala Lumpur, W.P. Kuala Lumpur",2070414.337658169
